,1stFlrSF,2ndFlrSF,BedroomAbvGr,BldgType_1Fam,BldgType_2fmCon,BldgType_Duplex,BldgType_Twnhs,BldgType_TwnhsE,BsmtFullBath,BsmtHalfBath,Condition1_Artery,Condition1_Feedr,Condition1_Norm,Condition1_PosA,Condition1_PosN,Condition1_RRAe,Condition1_RRAn,Condition1_RRNe,Condition1_RRNn,Condition2_Artery,Condition2_Feedr,Condition2_Norm,Condition2_PosA,Condition2_PosN,Condition2_RRAe,Condition2_RRAn,Condition2_RRNn,FullBath,GarageArea,GarageCars,GarageFinish_Fin,GarageFinish_RFn,GarageFinish_Unf,GarageType_2Types,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageYrBlt,GrLivArea,HalfBath,HouseStyle_1.5Fin,HouseStyle_1.5Unf,HouseStyle_1Story,HouseStyle_2.5Fin,HouseStyle_2.5Unf,HouseStyle_2Story,HouseStyle_SFoyer,HouseStyle_SLvl,KitchenAbvGr,LotArea,LowQualFinSF,MSSubClass,MSZoning_C (all),MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,MasVnrArea,MasVnrType_BrkCmn,MasVnrType_BrkFace,MasVnrType_None,MasVnrType_Stone,Neighborhood_Blmngtn,Neighborhood_Blueste,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NAmes,Neighborhood_NPkVill,Neighborhood_NWAmes,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Neighborhood_Veenker,OverallCond,OverallQual,RoofStyle_Flat,RoofStyle_Gable,RoofStyle_Gambrel,RoofStyle_Hip,RoofStyle_Mansard,RoofStyle_Shed,SaleCondition_Abnorml,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,YearBuilt,YearRemodAdd
917,1229,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,284,1,0,1,0,0,1,0,0,0,0,1956.0,1229,0,0,0,1,0,0,0,0,0,1,17140,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,1,0,1956,1956
1402,1294,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,662,2,0,1,0,0,1,0,0,0,0,2006.0,1294,0,0,0,1,0,0,0,0,0,1,6762,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2006,2006
1229,1507,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,404,1,0,0,1,0,0,1,0,0,0,1960.0,1507,0,0,0,0,0,0,0,0,1,1,7910,0,80,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,1,0,1960,1960
591,1728,568,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,842,3,0,1,0,0,0,0,1,0,0,2008.0,2296,1,0,0,0,0,0,1,0,0,1,13478,0,60,0,0,0,1,0,420.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,0,1,0,0,0,0,0,0,0,0,1,0,2008,2008
1249,988,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,276,1,0,0,1,0,1,0,0,0,0,1950.0,988,0,0,0,1,0,0,0,0,0,1,7200,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,0,0,0,0,1,0,1950,1950
567,1535,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,532,2,0,1,0,0,1,0,0,0,0,2004.0,1535,0,0,0,1,0,0,0,0,0,1,10171,0,20,0,0,0,1,0,168.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2004,2004
740,768,664,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,360,2,0,0,1,0,0,0,0,0,1,1910.0,1432,0,0,0,0,0,0,1,0,0,1,9600,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,5,0,1,0,0,0,0,1,0,0,0,0,0,1910,2002
715,1350,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,478,2,0,1,0,0,1,0,0,0,0,1974.0,1350,0,0,0,1,0,0,0,0,0,1,10140,0,20,0,0,0,1,0,174.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,1,0,1974,1974
329,596,596,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,189,1,0,0,1,0,0,0,0,0,1,1920.0,1192,0,0,0,0,0,0,1,0,0,1,6402,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,1920,1950
171,1656,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,528,2,1,0,0,0,1,0,0,0,0,1960.0,1656,0,0,0,1,0,0,0,0,0,1,31770,0,20,0,0,0,1,0,112.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,1,0,0,0,0,0,0,1,0,1960,1960
1370,840,534,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,338,1,1,0,0,0,0,0,0,0,1,1967.0,1374,0,1,0,0,0,0,0,0,0,1,5400,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,1,0,1920,1950
457,1663,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,529,2,1,0,0,0,1,0,0,0,0,1954.0,1663,0,0,0,1,0,0,0,0,0,1,53227,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,0,0,0,0,0,0,0,0,0,1,0,1954,1994
1284,1699,748,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,336,1,0,0,1,0,0,0,0,0,1,1969.0,2447,0,1,0,0,0,0,0,0,0,1,9638,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1919,1990
1400,950,208,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,208,1,0,1,0,0,0,0,1,0,0,1929.0,1158,0,1,0,0,0,0,0,0,0,1,6000,0,50,0,0,0,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1929,1950
1381,2117,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,550,2,1,0,0,0,1,0,0,0,0,1970.0,2117,1,0,0,1,0,0,0,0,0,1,12925,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,0,0,0,0,0,0,0,1,0,1970,1970
27,1704,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,772,3,0,1,0,0,1,0,0,0,0,2008.0,1704,0,0,0,1,0,0,0,0,0,1,11478,0,20,0,0,0,1,0,200.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,2007,2008
208,1180,882,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,454,2,1,0,0,0,1,0,0,0,0,1988.0,2062,1,0,0,0,0,0,1,0,0,1,14364,0,60,0,0,0,1,0,128.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,1988,1989
1337,693,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,693,0,0,0,1,0,0,0,0,0,1,4118,0,30,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,4,0,1,0,0,0,0,0,0,0,0,1,0,1941,1950
576,877,600,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,216,1,0,0,1,0,0,0,0,0,1,1928.0,1477,0,1,0,0,0,0,0,0,0,1,6292,0,50,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7,7,0,1,0,0,0,0,0,0,0,0,1,0,1928,1950
538,1159,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,336,1,0,0,1,0,1,0,0,0,0,1968.0,1159,1,0,0,1,0,0,0,0,0,1,11553,0,20,0,0,0,1,0,188.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,5,0,0,0,1,0,0,0,0,0,0,1,0,1968,1968
831,520,600,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,480,2,0,1,0,0,0,0,0,0,1,2005.0,1200,1,0,0,0,0,0,1,0,0,1,3180,80,160,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2005,2005
841,958,581,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,686,2,0,0,1,0,0,0,0,0,1,1983.0,1539,0,0,0,0,0,0,1,0,0,1,10440,0,70,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,5,0,1,0,0,0,0,0,0,0,0,1,0,1904,2002
90,1040,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,420,2,0,0,1,0,0,0,0,0,1,1950.0,1040,0,0,0,1,0,0,0,0,0,1,7200,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,1950,1950
426,1644,0,2,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,569,2,1,0,0,0,1,0,0,0,0,1989.0,1644,0,0,0,0,0,0,0,0,1,1,12800,0,80,0,0,0,1,0,145.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,1989,1989
174,1651,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,616,2,1,0,0,0,1,0,0,0,0,1986.0,1651,0,0,0,1,0,0,0,0,0,1,12416,0,20,0,0,0,1,0,132.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1986,1986
1431,958,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,440,2,0,1,0,0,1,0,0,0,0,1976.0,958,0,0,0,1,0,0,0,0,0,1,4928,0,120,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,1976,1976
515,2020,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,900,3,1,0,0,0,1,0,0,0,0,2009.0,2020,1,0,0,1,0,0,0,0,0,1,12220,0,20,0,0,0,1,0,305.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,10,0,0,0,1,0,0,0,0,0,0,0,1,2009,2009
1316,1630,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,860,3,0,1,0,0,1,0,0,0,0,2008.0,1630,0,0,0,1,0,0,0,0,0,1,10226,0,20,0,0,0,1,0,270.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,2008,2008
277,864,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,400,2,0,0,1,0,0,0,0,0,1,1951.0,864,0,0,0,1,0,0,0,0,0,1,19138,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,1951,1951
796,1285,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,528,2,0,1,0,0,1,0,0,0,0,1977.0,1285,1,0,0,1,0,0,0,0,0,1,8197,0,20,0,0,0,1,0,148.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1977,1977
693,1073,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,326,1,0,0,1,0,0,0,0,0,1,1968.0,1073,0,0,0,1,0,0,0,0,0,1,5400,0,30,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,5,0,1,0,0,0,0,1,0,0,0,0,0,1921,1968
1087,1082,871,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,1043,3,0,1,0,0,1,0,0,0,0,2005.0,1953,1,0,0,0,0,0,1,0,0,1,10574,0,60,0,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,2005,2006
1038,798,546,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,1344,1,0,0,0,0,0,1,0,0,1,1533,0,160,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,1,0,1970,2008
140,864,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,864,0,0,0,1,0,0,0,0,0,1,10500,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,1,0,0,0,0,0,0,0,0,1,0,1971,1971
1107,887,1134,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,422,2,0,1,0,0,0,0,1,0,0,2006.0,2021,1,0,0,0,0,0,1,0,0,1,23257,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,0,1,2006,2006
111,774,656,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,400,2,1,0,0,0,0,0,1,0,0,2000.0,1430,1,0,0,0,0,0,0,0,1,1,7750,0,80,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2000,2000
70,2223,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,516,2,1,0,0,0,1,0,0,0,0,1973.0,2223,0,0,0,1,0,0,0,0,0,1,13651,0,20,0,0,0,1,0,1115.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,1,0,0,0,0,0,0,0,0,1,0,1973,1973
281,1262,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,572,2,1,0,0,0,1,0,0,0,0,2006.0,1262,0,0,0,1,0,0,0,0,0,1,7200,0,20,0,1,0,0,0,68.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,0,1,2006,2006
1043,1532,797,4,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,514,2,0,0,1,0,1,0,0,0,0,1990.0,2329,1,0,0,0,0,0,1,0,0,1,11839,0,60,0,0,0,1,0,99.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,1990,1990
137,1959,0,5,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,766,3,0,0,1,1,0,0,0,0,0,1989.0,1959,0,0,0,1,0,0,0,0,0,2,11070,0,90,0,0,0,1,0,70.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,1,0,0,1988,1989
668,1437,0,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,576,2,0,0,1,0,0,0,0,0,1,1999.0,1437,1,0,0,1,0,0,0,0,0,1,14175,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,5,0,1,0,0,0,0,0,0,0,0,1,0,1956,1987
561,1389,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,418,2,0,1,0,0,1,0,0,0,0,1975.0,1389,0,0,0,1,0,0,0,0,0,1,10010,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,1,0,0,0,0,0,0,0,0,1,0,1974,1975
1188,831,829,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,493,2,0,1,0,0,1,0,0,0,0,2002.0,1660,1,0,0,0,0,0,1,0,0,1,8935,0,60,0,0,0,1,0,95.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2002,2002
968,600,368,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,968,0,1,0,0,0,0,0,0,0,1,5925,0,50,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,0,1,0,0,0,0,1,0,0,0,0,0,1910,1950
760,864,0,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,300,1,0,0,1,0,0,0,0,0,1,2008.0,864,0,0,0,1,0,0,0,0,0,1,9100,0,20,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,1,0,0,0,0,0,0,1,0,1959,1959
1281,1339,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,484,2,1,0,0,0,1,0,0,0,0,1990.0,1339,0,0,0,1,0,0,0,0,0,1,8049,0,20,0,0,0,1,0,54.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,7,0,0,0,1,0,0,0,0,0,0,1,0,1990,1990
399,1112,438,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,438,2,1,0,0,0,1,0,0,0,0,2007.0,1550,0,0,0,0,0,0,1,0,0,1,8125,0,60,0,1,0,0,0,100.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2006,2007
51,816,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,528,2,0,0,1,0,0,0,0,0,1,1985.0,1176,0,1,0,0,0,0,0,0,0,1,6240,360,50,0,0,0,0,1,0.0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,1934,1950
1319,948,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,248,1,0,0,1,0,1,0,0,0,0,1954.0,948,0,0,0,1,0,0,0,0,0,1,10215,0,20,0,0,0,1,0,132.0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,0,0,1,0,0,0,0,0,0,1,0,1954,1954
926,1234,1140,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,656,3,1,0,0,0,0,0,1,0,0,2003.0,2374,1,0,0,0,0,0,1,0,0,1,11999,0,60,0,0,0,1,0,340.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0,0,0,1,0,0,0,0,0,0,1,0,2003,2004
1416,1246,1044,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,560,2,0,0,1,0,0,0,0,0,1,1971.0,2290,0,0,0,0,0,0,1,0,0,2,11340,0,190,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,4,0,1,0,0,0,0,0,0,0,0,1,0,1885,1950
468,1634,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,866,3,0,1,0,0,1,0,0,0,0,2006.0,1634,0,0,0,1,0,0,0,0,0,1,11428,0,20,0,0,0,1,0,248.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,2006,2006
1063,1103,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,440,2,0,0,1,0,0,0,0,0,1,1976.0,1103,0,0,0,1,0,0,0,0,0,1,6000,0,30,0,0,0,0,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,6,0,1,0,0,0,0,0,0,0,0,1,0,1925,1980
937,1113,858,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,689,2,0,1,0,0,1,0,0,0,0,2005.0,1971,1,0,0,0,0,0,1,0,0,1,9675,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,2005,2005
500,672,546,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,264,1,0,0,1,0,0,0,0,0,1,1973.0,1218,1,0,0,0,0,0,1,0,0,1,1890,0,160,0,0,0,0,1,285.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,1,0,0,0,0,0,0,0,0,1,0,1973,1973
1116,779,640,3,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,527,2,1,0,0,0,0,0,1,0,0,2002.0,1419,1,0,0,0,0,0,0,0,1,1,7750,0,80,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,0,0,1,0,0,0,0,0,0,1,0,2002,2002
983,1149,1141,4,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,779,2,0,0,1,0,1,0,0,0,0,2002.0,2290,1,0,0,0,0,0,1,0,0,1,11250,0,60,0,0,0,1,0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,1,0,0,0,0,0,0,0,0,1,0,2002,2002
941,1022,1038,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2,390,2,0,1,0,0,0,0,1,0,0,1999.0,2060,1,0,0,0,0,0,1,0,0,1,8755,0,60,0,0,0,1,0,298.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,1,0,0,0,0,0,0,0,0,1,0,1999,1999
